Timestamp,R_Mean,G_Mean,B_Mean
6.068243980407715,97.56764428916517,64.57263930779413,58.74997611671421
6.196991920471191,85.43331296258573,53.45399606165546,47.38177497114144
6.228861331939697,84.35424864982224,50.99412435205037,46.318329850462725
6.262076377868652,81.21173112213688,47.76839529667641,43.55818663766737
6.2900848388671875,86.42597596578179,51.78289089551225,47.83643152963541
6.314962863922119,92.35757123473542,56.0883039348711,52.960868385346
6.347641944885254,92.65887584393047,55.716154659580816,53.20590547978634
6.382714033126831,92.58812922818292,54.85537072436654,53.04747766434837
6.415539264678955,91.81581448393841,53.97467890406495,52.23296765959758
6.444828510284424,91.84559192928621,53.40793493462233,52.023394750777335
6.475841283798218,91.72381702827177,53.28749983017919,51.957191571453805
6.509294748306274,91.14493995403049,53.23902784011315,51.34364247147307
6.54262900352478,91.18222022643153,53.4966252993686,51.26857446113651
6.5899763107299805,91.2232460020415,53.79176590677101,51.29591017352841
6.620882511138916,91.89998365746037,54.69340033774582,51.94398594541592
6.653266906738281,92.61480654559315,55.556783837503744,52.61766547771394
6.684168100357056,93.5400038085911,56.48430316385103,53.42513398079382
6.718004465103149,94.84563521191855,57.931530870238966,54.833360519805346
6.749384880065918,96.41291970703736,59.02050466756349,56.24464283287813
6.781367063522339,97.1433499008664,60.065224476493114,56.98472256172085
6.8123860359191895,99.27522661890029,61.68699451772241,59.23214188785757
6.844895362854004,100.78730076841619,63.357897309185695,60.83420673925439
6.876333236694336,102.19729542772662,65.091391213531,62.26812429639074
6.926241159439087,102.99975599175795,65.9257266023208,63.09731862054007
6.957868576049805,104.91374425571718,67.46751345416097,65.14918190567853
6.990330696105957,105.56257877403878,68.07372572404353,65.70059766625558
7.021835088729858,106.4694333189002,68.96421032691059,66.58405499025763
7.051634788513184,107.87592773172977,71.11051519583943,68.84034888130451
7.08513331413269,109.06059333513953,72.1649417502032,70.0099160119209
7.117016553878784,110.17417527310184,73.08838199018732,71.03292130872029
7.150693416595459,111.57321965897692,74.4427742687522,72.51374393450622
7.182402610778809,112.18502077054654,75.01906003095219,73.1012326572724
7.212574005126953,112.48274455413234,75.27811318702238,73.42975442604227
7.263273477554321,113.27070883077636,76.02194421377912,74.23071373146925
7.292276620864868,113.68006586198919,76.43398152054105,74.69711649679535
7.326866388320923,113.98052629427237,76.71307286627328,74.96835693163081
7.35795259475708,114.5894513216489,77.32137653034822,75.61425011235038
7.389918088912964,114.91768583335603,77.76929153161005,76.00755863045788
7.421252012252808,115.26562393558319,77.92174067059962,76.26088259738137
7.454581260681152,115.83401670049447,78.49684652163845,76.84235332579586
7.484971523284912,116.18061325959324,78.88599801119723,77.23467872662135
7.51741886138916,116.31912401601612,79.10923923405878,77.35642687876229
7.55076003074646,116.97966050896409,79.66925508146694,77.97573701705629
7.599394083023071,117.41544097619436,80.03452361496977,78.45195293348587
7.631051540374756,117.5320771157826,80.21160548959809,78.60258958719093
7.660012245178223,118.25330756247618,80.85198998203299,79.22767735612784
7.694501876831055,118.73201938258833,81.26785811509772,79.69055915500626
7.725147247314453,118.91218138022074,81.49860508158572,79.8803908493352
7.7569191455841064,119.53725452838148,82.08512404567168,80.48744573427145
7.789076805114746,119.97509424717938,82.4639138778121,80.90222790805286
7.822690010070801,120.21181032723314,82.69649636029662,81.04660180964692
7.85335636138916,120.38417080301897,82.83512613041408,81.06334398585707
7.902417182922363,121.66580955879351,84.07021482116376,82.38569854291661
7.935041189193726,122.27744006092503,84.61788584717065,82.93231610297417
7.96518874168396,122.27744006092503,84.61788584717065,82.93231610297417
7.989621639251709,122.58035167883807,84.96499530822896,83.27810642840629
8.012670755386353,123.42256393522862,85.76352462916887,84.07834019931748
8.077985048294067,124.18694700789649,86.35971839025783,84.73940225885806
8.109502792358398,124.20901995975417,86.37685593082068,84.75696144014793
8.137421607971191,124.78384697997525,86.8568360091899,85.17917589961799
8.160822629928589,125.01304069949279,87.0976488665878,85.43527923958716
8.187216520309448,125.3257692150811,87.23548926565962,85.63311533807394
8.221758365631104,125.8062448107365,87.60452707944847,85.96045951353632
8.252763271331787,126.14808967047325,87.84307667179354,86.2438443425118
8.287020206451416,126.38369800236616,88.01431932224594,86.3945632810694
8.317221641540527,126.88659457697115,88.27336575558333,86.66265011139488
8.365315437316895,127.08763971696703,88.44574975214243,86.80941451290896
8.395295143127441,127.07981686275575,88.43640464092601,86.80036953509224
8.425370216369629,127.30350691331867,88.49356205688208,86.77579931002634
8.462129592895508,128.14194354302163,88.99657836494725,87.22745726350664
8.494812965393066,128.3465537367321,89.00005429323778,87.29316991068762
8.540674448013306,128.9094630681433,89.33248837619118,87.6442097843326
8.566073894500732,128.9094630681433,89.33248837619118,87.6442097843326
8.591961145401001,129.12893482147695,89.48706452836322,87.80141680663164
8.621006488800049,129.34444053292896,89.59690478769497,87.9170954289428
8.64601445198059,129.73367651043077,89.75208615551341,88.1780411812517
8.672778844833374,129.94538014390048,89.79708947033238,88.16529586319969
8.702112913131714,130.20065892050923,89.95368575186085,88.17389535908457
8.748718500137329,130.6844919062314,90.22774890368686,88.40946619024416
8.782435417175293,130.94898332407647,90.28114713014264,88.55900242484996
8.817002296447754,131.2145518091548,90.32487570950568,88.61680597136238
8.846781253814697,131.5427858605307,90.48064433024636,88.71211237813725
8.87830924987793,131.73680498094166,90.53869318104746,88.77622387108151
8.911500215530396,131.90047206923683,90.6089693154996,88.80253126780434
8.941068887710571,132.27199761381817,90.71292605547873,89.00916510751377
8.974010229110718,132.49751432480392,90.7109843815613,89.04815572382591
9.006733179092407,132.58454263376828,90.74822161700745,88.94538162405323
9.039676666259766,132.9065722870368,90.87509135695531,89.0536908209945
9.085876703262329,133.00031117244365,90.90474064453284,89.09981870822848
9.1184561252594,133.19219434380577,90.9364894825069,89.15659979451685
9.149527788162231,133.3412418380176,90.98375038866583,89.17102648335158
9.18032693862915,133.4754535247088,91.03828411412184,89.25657120439388
